ERUID,ERNAME,NAICS,Concentration
2440,Montréal,212,0.000475331
2475,Saguenay-Lac-Saint-Jean,324,0.000474377
2420,Capitale-Nationale,314,0.000473045
4680,North / Nord,112,0.000471155
3530,Toronto,324,0.000467752
4840,Banff-Jasper-Rocky Mountain House,323,0.000466578
1110,Prince Edward Island / Île-du-Prince-Édouard,315,0.000463551
1110,Prince Edward Island / Île-du-Prince-Édouard,337,0.000463551
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,324,0.000463227
4880,Wood Buffalo-Cold Lake,335,0.000455768
3510,Ottawa,314,0.000455259
2410,Gaspésie-Îles-de-la-Madeleine,325,0.000454959
3590,Northeast / Nord-est,491,0.000454435
4750,Prince Albert,493,0.000449493
4750,Prince Albert,325,0.000449493
2440,Montréal,487,0.000447855
2435,Montérégie,324,0.000447198
4630,Southwest / Sud-ouest,481,0.000445124
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,333,0.000441519
6210,Nunavut,493,0.000440102
4820,Camrose-Drumheller,487,0.000438935
4640,North Central / Centre nord,113,0.000437924
4850,Red Deer,113,0.000436178
4850,Red Deer,526,0.000436178
4720,Swift Current-Moose Jaw,315,0.000430141
1350,Edmundston-Woodstock,492,0.000428327
3560,London,213,0.000427404
5940,Kootenay,326,0.000425206
3595,Northwest / Nord-ouest,324,0.000420858
4870,Athabasca-Grande Prairie-Peace River,326,0.000420542
2480,Côte-Nord,324,0.000415785
4860,Edmonton,526,0.000415015
5970,Nechako,114,0.000414336
2410,Gaspésie-Îles-de-la-Madeleine,324,0.000413599
4860,Edmonton,314,0.00041078
3590,Northeast / Nord-est,487,0.000409631
4730,Saskatoon-Biggar,526,0.000407639
3595,Northwest / Nord-ouest,325,0.000406829
3590,Northeast / Nord-est,312,0.000403231
1110,Prince Edward Island / Île-du-Prince-Édouard,313,0.000403088
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,331,0.000401381
3550,Hamilton-Niagara Peninsula,526,0.000400076
3530,Toronto,483,0.000399559
3540,Kitchener-Waterloo-Barrie,324,0.000396537
4650,Winnipeg,486,0.000396338
3590,Northeast / Nord-est,335,0.00039043
5980,Northeast / Nord-est,312,0.000389471
3590,Northeast / Nord-est,324,0.000384029
5910,Vancouver Island and Coast / Île de Vancouver et la côte,213,0.000383255
2460,Outaouais,334,0.000382026
3580,Stratford-Bruce Peninsula,334,0.000381976
1340,Fredericton-Oromocto,314,0.000381431
3530,Toronto,112,0.000378849
5950,Cariboo,314,0.000376989
5950,Cariboo,493,0.000376989
4730,Saskatoon-Biggar,331,0.000376282
6010,Yukon,325,0.000375281
6010,Yukon,113,0.000375281
6010,Yukon,493,0.000375281
5910,Vancouver Island and Coast / Île de Vancouver et la côte,326,0.000373907
3590,Northeast / Nord-est,114,0.000371229
2415,Bas-Saint-Laurent,335,0.000369445
1250,Halifax,113,0.000367139
3530,Toronto,313,0.00036622
2460,Outaouais,312,0.000366108
1230,Annapolis Valley,526,0.000365684
1230,Annapolis Valley,221,0.000365684
4640,North Central / Centre nord,212,0.000364937
4640,North Central / Centre nord,491,0.000364937
4640,North Central / Centre nord,221,0.000364937
4880,Wood Buffalo-Cold Lake,323,0.000364614
4880,Wood Buffalo-Cold Lake,493,0.000364614
5940,Kootenay,114,0.000361425
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,487,0.000361243
3550,Hamilton-Niagara Peninsula,212,0.000360334
4620,South Central / Centre sud,213,0.000359269
1330,Saint John-St. Stephen,491,0.000358397
4850,Red Deer,335,0.000358289
4870,Athabasca-Grande Prairie-Peace River,336,0.000355843
1240,Southern / Sud,481,0.00035396
1240,Southern / Sud,212,0.00035396
2415,Bas-Saint-Laurent,313,0.000351853
3570,Windsor-Sarnia,315,0.000350782
2450,Lanaudière,314,0.000350649
3550,Hamilton-Niagara Peninsula,316,0.000349736
5970,Nechako,316,0.00034528
5970,Nechako,314,0.00034528
2425,Chaudière-Appalaches,493,0.000343901
3515,Kingston-Pembroke,313,0.000341358
5960,North Coast / Côte-nord,336,0.000341316
5960,North Coast / Côte-nord,212,0.000341316
2450,Lanaudière,313,0.000340336
3510,Ottawa,324,0.000340136
4610,Southeast / Sud-est,331,0.000339305
5950,Cariboo,334,0.00033929
5950,Cariboo,323,0.00033929
2440,Montréal,113,0.000337952
1340,Fredericton-Oromocto,325,0.000336557
4730,Saskatoon-Biggar,315,0.000334473
2410,Gaspésie-Îles-de-la-Madeleine,335,0.000330879
1210,Cape Breton,487,0.000329598
2475,Saguenay-Lac-Saint-Jean,213,0.000329429
4760,Northern / Nord,112,0.000323311
4760,Northern / Nord,523,0.000323311
3595,Northwest / Nord-ouest,312,0.000322658
2420,Capitale-Nationale,221,0.000322531
3590,Northeast / Nord-est,314,0.000320025
2450,Lanaudière,487,0.00031971
1320,Moncton-Richibucto,331,0.000319468
1320,Moncton-Richibucto,335,0.000319468
5940,Kootenay,334,0.000318905
2460,Outaouais,482,0.000318355
3550,Hamilton-Niagara Peninsula,113,0.000317941
1250,Halifax,115,0.000316747
4680,North / Nord,333,0.000314103
4680,North / Nord,492,0.000314103
2435,Montérégie,113,0.000312195
2455,Laurentides,331,0.00031103
2470,Mauricie,313,0.000309347
4750,Prince Albert,486,0.000306473
2435,Montérégie,213,0.000303757
4730,Saskatoon-Biggar,314,0.000303116
5930,Thompson-Okanagan,526,0.000300427
2450,Lanaudière,335,0.000299083
5940,Kootenay,315,0.000297644
3560,London,482,0.000297559
5980,Northeast / Nord-est,493,0.000292103
1220,North Shore / Côte-nord,331,0.000291574
2455,Laurentides,481,0.000288814
4740,Yorkton-Melville,314,0.000288809
4740,Yorkton-Melville,337,0.000288809
1310,Campbellton-Miramichi,312,0.000287747
3570,Windsor-Sarnia,482,0.000287527
1330,Saint John-St. Stephen,337,0.000286718
1330,Saint John-St. Stephen,323,0.000286718
1350,Edmundston-Woodstock,526,0.000285551
5960,North Coast / Côte-nord,337,0.00028443
5960,North Coast / Côte-nord,325,0.00028443
5960,North Coast / Côte-nord,487,0.00028443
5960,North Coast / Côte-nord,335,0.00028443
3570,Windsor-Sarnia,314,0.000281776
3590,Northeast / Nord-est,334,0.000281622
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,492,0.000280967
4820,Camrose-Drumheller,314,0.000280919
3595,Northwest / Nord-ouest,313,0.000280572
4630,Southwest / Sud-ouest,487,0.000278203
4630,Southwest / Sud-ouest,313,0.000278203
5940,Kootenay,493,0.000276384
4870,Athabasca-Grande Prairie-Peace River,493,0.00027497
4660,Interlake,314,0.000274298
4720,Swift Current-Moose Jaw,314,0.000273726
1010,Avalon Peninsula,487,0.000273393
3560,London,487,0.000270509
4650,Winnipeg,212,0.000265546
4860,Edmonton,315,0.000264678
3515,Kingston-Pembroke,491,0.000264553
2445,Laval,312,0.000263866
1210,Cape Breton,333,0.000263678
4820,Camrose-Drumheller,486,0.000263361
4680,North / Nord,526,0.000261753
4680,North / Nord,491,0.000261753
4680,North / Nord,312,0.000261753
1310,Campbellton-Miramichi,325,0.000261588
4710,Regina-Moose Mountain,334,0.000260161
5980,Northeast / Nord-est,486,0.000259648
3520,Muskoka-Kawarthas,487,0.000258817
4810,Lethbridge-Medicine Hat,486,0.000255003
2445,Laval,324,0.000253717
1010,Avalon Peninsula,314,0.000253141
1010,Avalon Peninsula,335,0.000253141
3595,Northwest / Nord-ouest,337,0.000252515
2430,Estrie,526,0.000251244
4880,Wood Buffalo-Cold Lake,333,0.000250672
4850,Red Deer,312,0.000249244
3520,Muskoka-Kawarthas,315,0.000247564
4860,Edmonton,322,0.000243504
1010,Avalon Peninsula,315,0.000243016
4870,Athabasca-Grande Prairie-Peace River,314,0.00024262
1110,Prince Edward Island / Île-du-Prince-Édouard,314,0.000241853
2440,Montréal,213,0.000241787
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,323,0.000240828
4740,Yorkton-Melville,313,0.000240674
6110,Northwest Territories / Territoires du Nord-Ouest,337,0.000239613
6110,Northwest Territories / Territoires du Nord-Ouest,326,0.000239613
6110,Northwest Territories / Territoires du Nord-Ouest,311,0.000239613
6110,Northwest Territories / Territoires du Nord-Ouest,321,0.000239613
6110,Northwest Territories / Territoires du Nord-Ouest,315,0.000239613
6110,Northwest Territories / Territoires du Nord-Ouest,491,0.000239613
5930,Thompson-Okanagan,314,0.000239116
3595,Northwest / Nord-ouest,314,0.000238486
3560,London,315,0.000238048
1350,Edmundston-Woodstock,211,0.000237959
3520,Muskoka-Kawarthas,491,0.000236311
2470,Mauricie,221,0.000235693
4830,Calgary,113,0.000235277
5940,Kootenay,314,0.000233863
5940,Kootenay,337,0.000233863
5940,Kootenay,491,0.000233863
1010,Avalon Peninsula,526,0.00023289
4810,Lethbridge-Medicine Hat,324,0.000232829
4660,Interlake,486,0.000228582
4820,Camrose-Drumheller,113,0.000228246
4880,Wood Buffalo-Cold Lake,337,0.000227884
5960,North Coast / Côte-nord,339,0.000227544
3560,London,212,0.000227227
5980,Northeast / Nord-est,323,0.000227192
4650,Winnipeg,112,0.000225913
4750,Prince Albert,314,0.000224747
1010,Avalon Peninsula,322,0.000222765
2470,Mauricie,481,0.000220962
3530,Toronto,316,0.000218217
3550,Hamilton-Niagara Peninsula,213,0.00021726
2433,Centre-du-Québec,316,0.00021692
5930,Thompson-Okanagan,211,0.000214591
3570,Windsor-Sarnia,211,0.00021277
5940,Kootenay,487,0.000212603
5940,Kootenay,486,0.000212603
2415,Bas-Saint-Laurent,315,0.000211112
2420,Capitale-Nationale,313,0.00021072
5910,Vancouver Island and Coast / Île de Vancouver et la côte,335,0.000210323
5910,Vancouver Island and Coast / Île de Vancouver et la côte,526,0.000210323
4650,Winnipeg,213,0.000210059
1320,Moncton-Richibucto,526,0.000207654
5950,Cariboo,491,0.000207344
2410,Gaspésie-Îles-de-la-Madeleine,326,0.0002068
2435,Montérégie,483,0.000205317
1010,Avalon Peninsula,316,0.000202513
1110,Prince Edward Island / Île-du-Prince-Édouard,324,0.000201544
1110,Prince Edward Island / Île-du-Prince-Édouard,331,0.000201544
5910,Vancouver Island and Coast / Île de Vancouver et la côte,331,0.000200975
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,315,0.00020069
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,314,0.00020069
4650,Winnipeg,114,0.000198169
3595,Northwest / Nord-ouest,334,0.0001964
4720,Swift Current-Moose Jaw,486,0.000195519
5980,Northeast / Nord-est,326,0.000194736
4830,Calgary,314,0.000193001
4710,Regina-Moose Mountain,521,0.000192712
4740,Yorkton-Melville,211,0.000192539
1320,Moncton-Richibucto,315,0.000191681
2480,Côte-Nord,325,0.000188993
2480,Côte-Nord,336,0.000188993
5950,Cariboo,487,0.000188494
2455,Laurentides,114,0.000185137
1230,Annapolis Valley,324,0.000182842
2445,Laval,115,0.000182676
5910,Vancouver Island and Coast / Île de Vancouver et la côte,315,0.00018228
3540,Kitchener-Waterloo-Barrie,213,0.000181746
3530,Toronto,487,0.000179322
4870,Athabasca-Grande Prairie-Peace River,486,0.000177922
4810,Lethbridge-Medicine Hat,314,0.000177393
2460,Outaouais,314,0.000175095
2460,Outaouais,491,0.000175095
2445,Laval,483,0.000172528
2420,Capitale-Nationale,211,0.000172016
4840,Banff-Jasper-Rocky Mountain House,493,0.000171897
4850,Red Deer,314,0.000171356
4610,Southeast / Sud-est,312,0.000169653
3560,London,324,0.000167715
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,491,0.000167276
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,321,0.000165673
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,115,0.000165673
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,315,0.000165673
4710,Regina-Moose Mountain,314,0.000163805
4710,Regina-Moose Mountain,482,0.000163805
2455,Laurentides,487,0.000162921
2470,Mauricie,324,0.000162039
4760,Northern / Nord,526,0.000161655
4760,Northern / Nord,115,0.000161655
4760,Northern / Nord,493,0.000161655
4760,Northern / Nord,321,0.000161655
4760,Northern / Nord,221,0.000161655
4760,Northern / Nord,314,0.000161655
1240,Southern / Sud,315,0.000160891
4880,Wood Buffalo-Cold Lake,311,0.000159519
1250,Halifax,314,0.000158374
1340,Fredericton-Oromocto,114,0.00015706
3510,Ottawa,315,0.000156986
1310,Campbellton-Miramichi,481,0.000156953
4810,Lethbridge-Medicine Hat,334,0.000155219
3595,Northwest / Nord-ouest,491,0.000154314
3560,London,114,0.000151485
1250,Halifax,211,0.000151175
3570,Windsor-Sarnia,483,0.000149514
2455,Laurentides,482,0.00014811
4840,Banff-Jasper-Rocky Mountain House,326,0.000147341
4840,Banff-Jasper-Rocky Mountain House,337,0.000147341
2470,Mauricie,114,0.000147308
2470,Mauricie,486,0.000147308
4640,North Central / Centre nord,213,0.000145975
3515,Kingston-Pembroke,483,0.000145077
1250,Halifax,486,0.000143976
1250,Halifax,521,0.000143976
2435,Montérégie,482,0.000143441
3580,Stratford-Bruce Peninsula,314,0.000143241
4750,Prince Albert,526,0.000143021
3595,Northwest / Nord-ouest,487,0.000140286
3595,Northwest / Nord-ouest,315,0.000140286
2425,Chaudière-Appalaches,316,0.000139198
4630,Southwest / Sud-ouest,312,0.000139101
4630,Southwest / Sud-ouest,314,0.000139101
4630,Southwest / Sud-ouest,491,0.000139101
5970,Nechako,493,0.000138112
5970,Nechako,333,0.000138112
5970,Nechako,339,0.000138112
2440,Montréal,521,0.000137379
3590,Northeast / Nord-est,483,0.00013441
2475,Saguenay-Lac-Saint-Jean,316,0.000131771
2475,Saguenay-Lac-Saint-Jean,334,0.000131771
2475,Saguenay-Lac-Saint-Jean,483,0.000131771
5910,Vancouver Island and Coast / Île de Vancouver et la côte,314,0.000130867
1310,Campbellton-Miramichi,313,0.000130794
1310,Campbellton-Miramichi,334,0.000130794
1310,Campbellton-Miramichi,491,0.000130794
4860,Edmonton,113,0.000129163
3510,Ottawa,113,0.000128205
6010,Yukon,321,0.000125094
1040,Notre Dame-Central Bonavista Bay,333,0.000124218
3520,Muskoka-Kawarthas,313,0.000123782
2445,Laval,221,0.000121784
1010,Avalon Peninsula,325,0.000121508
1110,Prince Edward Island / Île-du-Prince-Édouard,487,0.000120926
2420,Capitale-Nationale,526,0.000120411
2430,Estrie,487,0.00011964
3580,Stratford-Bruce Peninsula,114,0.000119367
4650,Winnipeg,487,0.000118901
3530,Toronto,491,0.000117696
2440,Montréal,111,0.000115398
1250,Halifax,313,0.000115181
4830,Calgary,313,0.000113962
4880,Wood Buffalo-Cold Lake,526,0.000113942
2450,Lanaudière,526,0.000113445
2450,Lanaudière,481,0.000113445
2480,Côte-Nord,487,0.000113396
5950,Cariboo,315,0.000113097
3510,Ottawa,213,0.000112507
1340,Fredericton-Oromocto,316,0.000112186
3550,Hamilton-Niagara Peninsula,491,0.00011128
4830,Calgary,315,0.000108448
1330,Saint John-St. Stephen,313,0.000107519
1330,Saint John-St. Stephen,481,0.000107519
1330,Saint John-St. Stephen,335,0.000107519
5940,Kootenay,526,0.000106302
4710,Regina-Moose Mountain,481,0.000105991
4710,Regina-Moose Mountain,313,0.000105991
2415,Bas-Saint-Laurent,491,0.000105556
4820,Camrose-Drumheller,481,0.000105344
2440,Montréal,486,0.000104408
5930,Thompson-Okanagan,491,0.00010423
2450,Lanaudière,211,0.000103132
2470,Mauricie,526,0.000103116
3560,London,526,0.000102793
3560,London,313,0.000102793
4620,South Central / Centre sud,492,0.000102648
2465,Abitibi-Témiscamingue,487,0.000102268
4750,Prince Albert,491,0.000102158
4750,Prince Albert,316,0.000102158
4610,Southeast / Sud-est,335,0.000101792
1210,Cape Breton,211,9.88794E-05
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,313,9.86501E-05
2425,Chaudière-Appalaches,526,9.82576E-05
2425,Chaudière-Appalaches,213,9.82576E-05
5910,Vancouver Island and Coast / Île de Vancouver et la côte,324,9.81506E-05
5910,Vancouver Island and Coast / Île de Vancouver et la côte,316,9.81506E-05
3570,Windsor-Sarnia,526,9.7759E-05
4860,Edmonton,313,9.74015E-05
3560,London,113,9.73831E-05
5980,Northeast / Nord-est,114,9.73678E-05
4710,Regina-Moose Mountain,487,9.63558E-05
4740,Yorkton-Melville,312,9.62696E-05
6110,Northwest Territories / Territoires du Nord-Ouest,493,9.58451E-05
6110,Northwest Territories / Territoires du Nord-Ouest,111,9.58451E-05
4670,Parklands,211,9.55657E-05
4670,Parklands,314,9.55657E-05
4670,Parklands,325,9.55657E-05
4670,Parklands,491,9.55657E-05
4670,Parklands,313,9.55657E-05
4670,Parklands,221,9.55657E-05
4670,Parklands,316,9.55657E-05
2460,Outaouais,114,9.55064E-05
4850,Red Deer,486,9.34667E-05
3550,Hamilton-Niagara Peninsula,114,9.27329E-05
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,316,9.22164E-05
4830,Calgary,521,9.1905E-05
4660,Interlake,323,9.14328E-05
4660,Interlake,335,9.14328E-05
1340,Fredericton-Oromocto,315,8.97485E-05
1340,Fredericton-Oromocto,213,8.97485E-05
1330,Saint John-St. Stephen,315,8.95993E-05
2470,Mauricie,491,8.83848E-05
6210,Nunavut,315,8.80204E-05
6210,Nunavut,314,8.80204E-05
6210,Nunavut,114,8.80204E-05
3570,Windsor-Sarnia,487,8.6258E-05
2420,Capitale-Nationale,482,8.60082E-05
2420,Capitale-Nationale,491,8.60082E-05
5930,Thompson-Okanagan,114,8.58364E-05
3540,Kitchener-Waterloo-Barrie,113,8.53656E-05
3550,Hamilton-Niagara Peninsula,486,8.47844E-05
3595,Northwest / Nord-ouest,335,8.41715E-05
2440,Montréal,112,8.38011E-05
3580,Stratford-Bruce Peninsula,487,8.35571E-05
4650,Winnipeg,313,8.32309E-05
1040,Notre Dame-Central Bonavista Bay,491,8.28123E-05
1040,Notre Dame-Central Bonavista Bay,316,8.28123E-05
4870,Athabasca-Grande Prairie-Peace River,313,8.08734E-05
4870,Athabasca-Grande Prairie-Peace River,312,8.08734E-05
1320,Moncton-Richibucto,324,7.98671E-05
1320,Moncton-Richibucto,313,7.98671E-05
4650,Winnipeg,521,7.92676E-05
4650,Winnipeg,324,7.92676E-05
1250,Halifax,491,7.91868E-05
2475,Saguenay-Lac-Saint-Jean,114,7.90628E-05
3520,Muskoka-Kawarthas,213,7.87703E-05
4720,Swift Current-Moose Jaw,331,7.82075E-05
4850,Red Deer,313,7.78889E-05
2480,Côte-Nord,333,7.55972E-05
2455,Laurentides,483,7.40549E-05
2470,Mauricie,483,7.3654E-05
4640,North Central / Centre nord,323,7.29874E-05
4640,North Central / Centre nord,312,7.29874E-05
2490,Nord-du-Québec,326,7.07214E-05
2490,Nord-du-Québec,323,7.07214E-05
2490,Nord-du-Québec,492,7.07214E-05
2490,Nord-du-Québec,114,7.07214E-05
3590,Northeast / Nord-est,526,7.04054E-05
4820,Camrose-Drumheller,526,7.02297E-05
3595,Northwest / Nord-ouest,114,7.0143E-05
4830,Calgary,491,6.98478E-05
5970,Nechako,211,6.9056E-05
5970,Nechako,337,6.9056E-05
3570,Windsor-Sarnia,113,6.90064E-05
4610,Southeast / Sud-est,492,6.7861E-05
3520,Muskoka-Kawarthas,316,6.75174E-05
3520,Muskoka-Kawarthas,314,6.75174E-05
5930,Thompson-Okanagan,316,6.74429E-05
4810,Lethbridge-Medicine Hat,526,6.65225E-05
1210,Cape Breton,313,6.59196E-05
5980,Northeast / Nord-est,336,6.49119E-05
4870,Athabasca-Grande Prairie-Peace River,526,6.46987E-05
2435,Montérégie,487,6.46891E-05
2435,Montérégie,316,6.46891E-05
1240,Southern / Sud,335,6.43563E-05
5940,Kootenay,335,6.37809E-05
2460,Outaouais,315,6.36709E-05
6010,Yukon,487,6.25469E-05
6010,Yukon,114,6.25469E-05
6010,Yukon,112,6.25469E-05
6010,Yukon,314,6.25469E-05
5930,Thompson-Okanagan,483,6.13117E-05
4750,Prince Albert,481,6.12945E-05
1110,Prince Edward Island / Île-du-Prince-Édouard,213,6.04631E-05
3515,Kingston-Pembroke,481,5.97377E-05
2440,Montréal,491,5.76991E-05
2425,Chaudière-Appalaches,114,5.73169E-05
5960,North Coast / Côte-nord,315,5.68861E-05
5950,Cariboo,211,5.65483E-05
5910,Vancouver Island and Coast / Île de Vancouver et la côte,491,5.6086E-05
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,211,5.57588E-05
4630,Southwest / Sud-ouest,212,5.56406E-05
4810,Lethbridge-Medicine Hat,313,5.54354E-05
4810,Lethbridge-Medicine Hat,483,5.54354E-05
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,521,5.36142E-05
3550,Hamilton-Niagara Peninsula,482,5.29902E-05
4680,North / Nord,339,5.23505E-05
4680,North / Nord,493,5.23505E-05
4680,North / Nord,483,5.23505E-05
3510,Ottawa,486,5.23286E-05
4730,Saskatoon-Biggar,113,5.22613E-05
4730,Saskatoon-Biggar,491,5.22613E-05
2420,Capitale-Nationale,114,5.16049E-05
2450,Lanaudière,213,5.15661E-05
4620,South Central / Centre sud,322,5.13242E-05
4620,South Central / Centre sud,482,5.13242E-05
3515,Kingston-Pembroke,316,5.12037E-05
3540,Kitchener-Waterloo-Barrie,114,4.95671E-05
2425,Chaudière-Appalaches,487,4.91288E-05
4840,Banff-Jasper-Rocky Mountain House,334,4.91135E-05
4840,Banff-Jasper-Rocky Mountain House,314,4.91135E-05
1220,North Shore / Côte-nord,526,4.85956E-05
4870,Athabasca-Grande Prairie-Peace River,114,4.85241E-05
4740,Yorkton-Melville,481,4.81348E-05
6110,Northwest Territories / Territoires du Nord-Ouest,333,4.79226E-05
6110,Northwest Territories / Territoires du Nord-Ouest,113,4.79226E-05
6110,Northwest Territories / Territoires du Nord-Ouest,482,4.79226E-05
3580,Stratford-Bruce Peninsula,526,4.77469E-05
1350,Edmundston-Woodstock,481,4.75919E-05
1350,Edmundston-Woodstock,313,4.75919E-05
3540,Kitchener-Waterloo-Barrie,487,4.68134E-05
4660,Interlake,316,4.57164E-05
4660,Interlake,211,4.57164E-05
4880,Wood Buffalo-Cold Lake,312,4.55768E-05
3520,Muskoka-Kawarthas,526,4.50116E-05
2435,Montérégie,491,4.50011E-05
1340,Fredericton-Oromocto,486,4.48742E-05
3590,Northeast / Nord-est,315,4.48034E-05
4810,Lethbridge-Medicine Hat,113,4.43484E-05
1250,Halifax,316,4.31928E-05
5940,Kootenay,211,4.25206E-05
3595,Northwest / Nord-ouest,483,4.20858E-05
5910,Vancouver Island and Coast / Île de Vancouver et la côte,211,4.20645E-05
1040,Notre Dame-Central Bonavista Bay,526,4.14062E-05
1040,Notre Dame-Central Bonavista Bay,314,4.14062E-05
2410,Gaspésie-Îles-de-la-Madeleine,313,4.13599E-05
2410,Gaspésie-Îles-de-la-Madeleine,213,4.13599E-05
2410,Gaspésie-Îles-de-la-Madeleine,316,4.13599E-05
2410,Gaspésie-Îles-de-la-Madeleine,486,4.13599E-05
2410,Gaspésie-Îles-de-la-Madeleine,491,4.13599E-05
2465,Abitibi-Témiscamingue,491,4.09073E-05
4750,Prince Albert,334,4.0863E-05
4750,Prince Albert,114,4.0863E-05
2433,Centre-du-Québec,481,4.06725E-05
2445,Laval,112,4.05947E-05
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,312,4.01381E-05
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,526,4.01381E-05
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,337,4.01381E-05
4650,Winnipeg,491,3.96338E-05
2435,Montérégie,526,3.93759E-05
3510,Ottawa,483,3.92465E-05
4720,Swift Current-Moose Jaw,526,3.91037E-05
4720,Swift Current-Moose Jaw,324,3.91037E-05
4720,Swift Current-Moose Jaw,325,3.91037E-05
3540,Kitchener-Waterloo-Barrie,491,3.85522E-05
3560,London,491,3.78712E-05
2480,Côte-Nord,213,3.77986E-05
2480,Côte-Nord,326,3.77986E-05
2455,Laurentides,491,3.70274E-05
2455,Laurentides,316,3.70274E-05
4830,Calgary,316,3.6762E-05
1230,Annapolis Valley,483,3.65684E-05
1230,Annapolis Valley,482,3.65684E-05
1230,Annapolis Valley,331,3.65684E-05
1230,Annapolis Valley,334,3.65684E-05
1230,Annapolis Valley,335,3.65684E-05
1330,Saint John-St. Stephen,336,3.58397E-05
3580,Stratford-Bruce Peninsula,315,3.58102E-05
2415,Bas-Saint-Laurent,526,3.51853E-05
4820,Camrose-Drumheller,335,3.51148E-05
3570,Windsor-Sarnia,491,3.45032E-05
4610,Southeast / Sud-est,211,3.39305E-05
4610,Southeast / Sud-est,324,3.39305E-05
3530,Toronto,113,3.38438E-05
1210,Cape Breton,316,3.29598E-05
1210,Cape Breton,325,3.29598E-05
1210,Cape Breton,491,3.29598E-05
2425,Chaudière-Appalaches,491,3.27525E-05
5910,Vancouver Island and Coast / Île de Vancouver et la côte,313,3.27169E-05
5980,Northeast / Nord-est,316,3.24559E-05
5980,Northeast / Nord-est,313,3.24559E-05
5980,Northeast / Nord-est,487,3.24559E-05
5980,Northeast / Nord-est,324,3.24559E-05
4870,Athabasca-Grande Prairie-Peace River,324,3.23494E-05
1240,Southern / Sud,331,3.21781E-05
1240,Southern / Sud,491,3.21781E-05
3590,Northeast / Nord-est,316,3.20025E-05
1320,Moncton-Richibucto,316,3.19468E-05
2460,Outaouais,487,3.18355E-05
3530,Toronto,486,3.18233E-05
2445,Laval,213,3.0446E-05
2435,Montérégie,114,2.81257E-05
4630,Southwest / Sud-ouest,526,2.78203E-05
4630,Southwest / Sud-ouest,337,2.78203E-05
2433,Centre-du-Québec,114,2.7115E-05
2475,Saguenay-Lac-Saint-Jean,491,2.63543E-05
1310,Campbellton-Miramichi,314,2.61588E-05
1310,Campbellton-Miramichi,315,2.61588E-05
1310,Campbellton-Miramichi,487,2.61588E-05
4830,Calgary,487,2.57334E-05
4830,Calgary,114,2.57334E-05
3515,Kingston-Pembroke,213,2.56019E-05
4840,Banff-Jasper-Rocky Mountain House,315,2.45568E-05
4840,Banff-Jasper-Rocky Mountain House,312,2.45568E-05
4840,Banff-Jasper-Rocky Mountain House,114,2.45568E-05
5930,Thompson-Okanagan,315,2.45247E-05
3580,Stratford-Bruce Peninsula,481,2.38735E-05
3550,Hamilton-Niagara Peninsula,211,2.38456E-05
4860,Edmonton,487,2.32917E-05
4880,Wood Buffalo-Cold Lake,326,2.27884E-05
4880,Wood Buffalo-Cold Lake,336,2.27884E-05
4880,Wood Buffalo-Cold Lake,324,2.27884E-05
4880,Wood Buffalo-Cold Lake,314,2.27884E-05
1340,Fredericton-Oromocto,481,2.24371E-05
4810,Lethbridge-Medicine Hat,315,2.21742E-05
3560,London,211,2.16407E-05
5940,Kootenay,482,2.12603E-05
4860,Edmonton,114,2.11742E-05
4730,Saskatoon-Biggar,316,2.09045E-05
4730,Saskatoon-Biggar,486,2.09045E-05
2450,Lanaudière,316,2.06264E-05
2450,Lanaudière,114,2.06264E-05
2465,Abitibi-Témiscamingue,334,2.04537E-05
2465,Abitibi-Témiscamingue,526,2.04537E-05
2465,Abitibi-Témiscamingue,314,2.04537E-05
4750,Prince Albert,335,2.04315E-05
4750,Prince Albert,315,2.04315E-05
4750,Prince Albert,324,2.04315E-05
4750,Prince Albert,331,2.04315E-05
4750,Prince Albert,483,2.04315E-05
2445,Laval,113,2.02974E-05
2445,Laval,526,2.02974E-05
1010,Avalon Peninsula,313,2.02513E-05
1110,Prince Edward Island / Île-du-Prince-Édouard,526,2.01544E-05
