ERUID,ERNAME,NAICS,Concentration
2455,Laurentides,331,0.0%
2470,Mauricie,313,0.0%
4750,Prince Albert,486,0.0%
2435,Montérégie,213,0.0%
4730,Saskatoon-Biggar,314,0.0%
5930,Thompson-Okanagan,526,0.0%
2450,Lanaudière,335,0.0%
5940,Kootenay,315,0.0%
3560,London,482,0.0%
5980,Northeast / Nord-est,493,0.0%
1220,North Shore / Côte-nord,331,0.0%
2455,Laurentides,481,0.0%
4740,Yorkton-Melville,314,0.0%
4740,Yorkton-Melville,337,0.0%
1310,Campbellton-Miramichi,312,0.0%
3570,Windsor-Sarnia,482,0.0%
1330,Saint John-St. Stephen,337,0.0%
1330,Saint John-St. Stephen,323,0.0%
1350,Edmundston-Woodstock,526,0.0%
5960,North Coast / Côte-nord,337,0.0%
5960,North Coast / Côte-nord,325,0.0%
5960,North Coast / Côte-nord,487,0.0%
5960,North Coast / Côte-nord,335,0.0%
3570,Windsor-Sarnia,314,0.0%
3590,Northeast / Nord-est,334,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,492,0.0%
4820,Camrose-Drumheller,314,0.0%
3595,Northwest / Nord-ouest,313,0.0%
4630,Southwest / Sud-ouest,487,0.0%
4630,Southwest / Sud-ouest,313,0.0%
5940,Kootenay,493,0.0%
4870,Athabasca-Grande Prairie-Peace River,493,0.0%
4660,Interlake,314,0.0%
4720,Swift Current-Moose Jaw,314,0.0%
1010,Avalon Peninsula,487,0.0%
3560,London,487,0.0%
4650,Winnipeg,212,0.0%
4860,Edmonton,315,0.0%
3515,Kingston-Pembroke,491,0.0%
2445,Laval,312,0.0%
1210,Cape Breton,333,0.0%
4820,Camrose-Drumheller,486,0.0%
4680,North / Nord,526,0.0%
4680,North / Nord,491,0.0%
4680,North / Nord,312,0.0%
1310,Campbellton-Miramichi,325,0.0%
4710,Regina-Moose Mountain,334,0.0%
5980,Northeast / Nord-est,486,0.0%
3520,Muskoka-Kawarthas,487,0.0%
4810,Lethbridge-Medicine Hat,486,0.0%
2445,Laval,324,0.0%
1010,Avalon Peninsula,314,0.0%
1010,Avalon Peninsula,335,0.0%
3595,Northwest / Nord-ouest,337,0.0%
2430,Estrie,526,0.0%
4880,Wood Buffalo-Cold Lake,333,0.0%
4850,Red Deer,312,0.0%
3520,Muskoka-Kawarthas,315,0.0%
4860,Edmonton,322,0.0%
1010,Avalon Peninsula,315,0.0%
4870,Athabasca-Grande Prairie-Peace River,314,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,314,0.0%
2440,Montréal,213,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,323,0.0%
4740,Yorkton-Melville,313,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,337,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,326,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,311,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,321,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,315,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,491,0.0%
5930,Thompson-Okanagan,314,0.0%
3595,Northwest / Nord-ouest,314,0.0%
3560,London,315,0.0%
1350,Edmundston-Woodstock,211,0.0%
3520,Muskoka-Kawarthas,491,0.0%
2470,Mauricie,221,0.0%
4830,Calgary,113,0.0%
5940,Kootenay,314,0.0%
5940,Kootenay,337,0.0%
5940,Kootenay,491,0.0%
1010,Avalon Peninsula,526,0.0%
4810,Lethbridge-Medicine Hat,324,0.0%
4660,Interlake,486,0.0%
4820,Camrose-Drumheller,113,0.0%
4880,Wood Buffalo-Cold Lake,337,0.0%
5960,North Coast / Côte-nord,339,0.0%
3560,London,212,0.0%
5980,Northeast / Nord-est,323,0.0%
4650,Winnipeg,112,0.0%
4750,Prince Albert,314,0.0%
1010,Avalon Peninsula,322,0.0%
2470,Mauricie,481,0.0%
3530,Toronto,316,0.0%
3550,Hamilton-Niagara Peninsula,213,0.0%
2433,Centre-du-Québec,316,0.0%
5930,Thompson-Okanagan,211,0.0%
3570,Windsor-Sarnia,211,0.0%
5940,Kootenay,487,0.0%
5940,Kootenay,486,0.0%
2415,Bas-Saint-Laurent,315,0.0%
2420,Capitale-Nationale,313,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,335,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,526,0.0%
4650,Winnipeg,213,0.0%
1320,Moncton-Richibucto,526,0.0%
5950,Cariboo,491,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,326,0.0%
2435,Montérégie,483,0.0%
1010,Avalon Peninsula,316,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,324,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,331,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,331,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,315,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,314,0.0%
4650,Winnipeg,114,0.0%
3595,Northwest / Nord-ouest,334,0.0%
4720,Swift Current-Moose Jaw,486,0.0%
5980,Northeast / Nord-est,326,0.0%
4830,Calgary,314,0.0%
4710,Regina-Moose Mountain,521,0.0%
4740,Yorkton-Melville,211,0.0%
1320,Moncton-Richibucto,315,0.0%
2480,Côte-Nord,325,0.0%
2480,Côte-Nord,336,0.0%
5950,Cariboo,487,0.0%
2455,Laurentides,114,0.0%
1230,Annapolis Valley,324,0.0%
2445,Laval,115,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,315,0.0%
3540,Kitchener-Waterloo-Barrie,213,0.0%
3530,Toronto,487,0.0%
4870,Athabasca-Grande Prairie-Peace River,486,0.0%
4810,Lethbridge-Medicine Hat,314,0.0%
2460,Outaouais,314,0.0%
2460,Outaouais,491,0.0%
2445,Laval,483,0.0%
2420,Capitale-Nationale,211,0.0%
4840,Banff-Jasper-Rocky Mountain House,493,0.0%
4850,Red Deer,314,0.0%
4610,Southeast / Sud-est,312,0.0%
3560,London,324,0.0%
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,491,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,321,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,115,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,315,0.0%
4710,Regina-Moose Mountain,314,0.0%
4710,Regina-Moose Mountain,482,0.0%
2455,Laurentides,487,0.0%
2470,Mauricie,324,0.0%
4760,Northern / Nord,526,0.0%
4760,Northern / Nord,115,0.0%
4760,Northern / Nord,493,0.0%
4760,Northern / Nord,321,0.0%
4760,Northern / Nord,221,0.0%
4760,Northern / Nord,314,0.0%
1240,Southern / Sud,315,0.0%
4880,Wood Buffalo-Cold Lake,311,0.0%
1250,Halifax,314,0.0%
1340,Fredericton-Oromocto,114,0.0%
3510,Ottawa,315,0.0%
1310,Campbellton-Miramichi,481,0.0%
4810,Lethbridge-Medicine Hat,334,0.0%
3595,Northwest / Nord-ouest,491,0.0%
3560,London,114,0.0%
1250,Halifax,211,0.0%
3570,Windsor-Sarnia,483,0.0%
2455,Laurentides,482,0.0%
4840,Banff-Jasper-Rocky Mountain House,326,0.0%
4840,Banff-Jasper-Rocky Mountain House,337,0.0%
2470,Mauricie,114,0.0%
2470,Mauricie,486,0.0%
4640,North Central / Centre nord,213,0.0%
3515,Kingston-Pembroke,483,0.0%
1250,Halifax,486,0.0%
1250,Halifax,521,0.0%
2435,Montérégie,482,0.0%
3580,Stratford-Bruce Peninsula,314,0.0%
4750,Prince Albert,526,0.0%
3595,Northwest / Nord-ouest,487,0.0%
3595,Northwest / Nord-ouest,315,0.0%
2425,Chaudière-Appalaches,316,0.0%
4630,Southwest / Sud-ouest,312,0.0%
4630,Southwest / Sud-ouest,314,0.0%
4630,Southwest / Sud-ouest,491,0.0%
5970,Nechako,493,0.0%
5970,Nechako,333,0.0%
5970,Nechako,339,0.0%
2440,Montréal,521,0.0%
3590,Northeast / Nord-est,483,0.0%
2475,Saguenay-Lac-Saint-Jean,316,0.0%
2475,Saguenay-Lac-Saint-Jean,334,0.0%
2475,Saguenay-Lac-Saint-Jean,483,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,314,0.0%
1310,Campbellton-Miramichi,313,0.0%
1310,Campbellton-Miramichi,334,0.0%
1310,Campbellton-Miramichi,491,0.0%
4860,Edmonton,113,0.0%
3510,Ottawa,113,0.0%
6010,Yukon,321,0.0%
1040,Notre Dame-Central Bonavista Bay,333,0.0%
3520,Muskoka-Kawarthas,313,0.0%
2445,Laval,221,0.0%
1010,Avalon Peninsula,325,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,487,0.0%
2420,Capitale-Nationale,526,0.0%
2430,Estrie,487,0.0%
3580,Stratford-Bruce Peninsula,114,0.0%
4650,Winnipeg,487,0.0%
3530,Toronto,491,0.0%
2440,Montréal,111,0.0%
1250,Halifax,313,0.0%
4830,Calgary,313,0.0%
4880,Wood Buffalo-Cold Lake,526,0.0%
2450,Lanaudière,526,0.0%
2450,Lanaudière,481,0.0%
2480,Côte-Nord,487,0.0%
5950,Cariboo,315,0.0%
3510,Ottawa,213,0.0%
1340,Fredericton-Oromocto,316,0.0%
3550,Hamilton-Niagara Peninsula,491,0.0%
4830,Calgary,315,0.0%
1330,Saint John-St. Stephen,313,0.0%
1330,Saint John-St. Stephen,481,0.0%
1330,Saint John-St. Stephen,335,0.0%
5940,Kootenay,526,0.0%
4710,Regina-Moose Mountain,481,0.0%
4710,Regina-Moose Mountain,313,0.0%
2415,Bas-Saint-Laurent,491,0.0%
4820,Camrose-Drumheller,481,0.0%
2440,Montréal,486,0.0%
5930,Thompson-Okanagan,491,0.0%
2450,Lanaudière,211,0.0%
2470,Mauricie,526,0.0%
3560,London,526,0.0%
3560,London,313,0.0%
4620,South Central / Centre sud,492,0.0%
2465,Abitibi-Témiscamingue,487,0.0%
4750,Prince Albert,491,0.0%
4750,Prince Albert,316,0.0%
4610,Southeast / Sud-est,335,0.0%
1210,Cape Breton,211,0.0%
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,313,0.0%
2425,Chaudière-Appalaches,526,0.0%
2425,Chaudière-Appalaches,213,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,324,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,316,0.0%
3570,Windsor-Sarnia,526,0.0%
4860,Edmonton,313,0.0%
3560,London,113,0.0%
5980,Northeast / Nord-est,114,0.0%
4710,Regina-Moose Mountain,487,0.0%
4740,Yorkton-Melville,312,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,493,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,111,0.0%
4670,Parklands,211,0.0%
4670,Parklands,314,0.0%
4670,Parklands,325,0.0%
4670,Parklands,491,0.0%
4670,Parklands,313,0.0%
4670,Parklands,221,0.0%
4670,Parklands,316,0.0%
2460,Outaouais,114,0.0%
4850,Red Deer,486,0.0%
3550,Hamilton-Niagara Peninsula,114,0.0%
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,316,0.0%
4830,Calgary,521,0.0%
4660,Interlake,323,0.0%
4660,Interlake,335,0.0%
1340,Fredericton-Oromocto,315,0.0%
1340,Fredericton-Oromocto,213,0.0%
1330,Saint John-St. Stephen,315,0.0%
2470,Mauricie,491,0.0%
6210,Nunavut,315,0.0%
6210,Nunavut,314,0.0%
6210,Nunavut,114,0.0%
3570,Windsor-Sarnia,487,0.0%
2420,Capitale-Nationale,482,0.0%
2420,Capitale-Nationale,491,0.0%
5930,Thompson-Okanagan,114,0.0%
3540,Kitchener-Waterloo-Barrie,113,0.0%
3550,Hamilton-Niagara Peninsula,486,0.0%
3595,Northwest / Nord-ouest,335,0.0%
2440,Montréal,112,0.0%
3580,Stratford-Bruce Peninsula,487,0.0%
4650,Winnipeg,313,0.0%
1040,Notre Dame-Central Bonavista Bay,491,0.0%
1040,Notre Dame-Central Bonavista Bay,316,0.0%
4870,Athabasca-Grande Prairie-Peace River,313,0.0%
4870,Athabasca-Grande Prairie-Peace River,312,0.0%
1320,Moncton-Richibucto,324,0.0%
1320,Moncton-Richibucto,313,0.0%
4650,Winnipeg,521,0.0%
4650,Winnipeg,324,0.0%
1250,Halifax,491,0.0%
2475,Saguenay-Lac-Saint-Jean,114,0.0%
3520,Muskoka-Kawarthas,213,0.0%
4720,Swift Current-Moose Jaw,331,0.0%
4850,Red Deer,313,0.0%
2480,Côte-Nord,333,0.0%
2455,Laurentides,483,0.0%
2470,Mauricie,483,0.0%
4640,North Central / Centre nord,323,0.0%
4640,North Central / Centre nord,312,0.0%
2490,Nord-du-Québec,326,0.0%
2490,Nord-du-Québec,323,0.0%
2490,Nord-du-Québec,492,0.0%
2490,Nord-du-Québec,114,0.0%
3590,Northeast / Nord-est,526,0.0%
4820,Camrose-Drumheller,526,0.0%
3595,Northwest / Nord-ouest,114,0.0%
4830,Calgary,491,0.0%
5970,Nechako,211,0.0%
5970,Nechako,337,0.0%
3570,Windsor-Sarnia,113,0.0%
4610,Southeast / Sud-est,492,0.0%
3520,Muskoka-Kawarthas,316,0.0%
3520,Muskoka-Kawarthas,314,0.0%
5930,Thompson-Okanagan,316,0.0%
4810,Lethbridge-Medicine Hat,526,0.0%
1210,Cape Breton,313,0.0%
5980,Northeast / Nord-est,336,0.0%
4870,Athabasca-Grande Prairie-Peace River,526,0.0%
2435,Montérégie,487,0.0%
2435,Montérégie,316,0.0%
1240,Southern / Sud,335,0.0%
5940,Kootenay,335,0.0%
2460,Outaouais,315,0.0%
6010,Yukon,487,0.0%
6010,Yukon,114,0.0%
6010,Yukon,112,0.0%
6010,Yukon,314,0.0%
5930,Thompson-Okanagan,483,0.0%
4750,Prince Albert,481,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,213,0.0%
3515,Kingston-Pembroke,481,0.0%
2440,Montréal,491,0.0%
2425,Chaudière-Appalaches,114,0.0%
5960,North Coast / Côte-nord,315,0.0%
5950,Cariboo,211,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,491,0.0%
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,211,0.0%
4630,Southwest / Sud-ouest,212,0.0%
4810,Lethbridge-Medicine Hat,313,0.0%
4810,Lethbridge-Medicine Hat,483,0.0%
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,521,0.0%
3550,Hamilton-Niagara Peninsula,482,0.0%
4680,North / Nord,339,0.0%
4680,North / Nord,493,0.0%
4680,North / Nord,483,0.0%
3510,Ottawa,486,0.0%
4730,Saskatoon-Biggar,113,0.0%
4730,Saskatoon-Biggar,491,0.0%
2420,Capitale-Nationale,114,0.0%
2450,Lanaudière,213,0.0%
4620,South Central / Centre sud,322,0.0%
4620,South Central / Centre sud,482,0.0%
3515,Kingston-Pembroke,316,0.0%
3540,Kitchener-Waterloo-Barrie,114,0.0%
2425,Chaudière-Appalaches,487,0.0%
4840,Banff-Jasper-Rocky Mountain House,334,0.0%
4840,Banff-Jasper-Rocky Mountain House,314,0.0%
1220,North Shore / Côte-nord,526,0.0%
4870,Athabasca-Grande Prairie-Peace River,114,0.0%
4740,Yorkton-Melville,481,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,333,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,113,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,482,0.0%
3580,Stratford-Bruce Peninsula,526,0.0%
1350,Edmundston-Woodstock,481,0.0%
1350,Edmundston-Woodstock,313,0.0%
3540,Kitchener-Waterloo-Barrie,487,0.0%
4660,Interlake,316,0.0%
4660,Interlake,211,0.0%
4880,Wood Buffalo-Cold Lake,312,0.0%
3520,Muskoka-Kawarthas,526,0.0%
2435,Montérégie,491,0.0%
1340,Fredericton-Oromocto,486,0.0%
3590,Northeast / Nord-est,315,0.0%
4810,Lethbridge-Medicine Hat,113,0.0%
1250,Halifax,316,0.0%
5940,Kootenay,211,0.0%
3595,Northwest / Nord-ouest,483,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,211,0.0%
1040,Notre Dame-Central Bonavista Bay,526,0.0%
1040,Notre Dame-Central Bonavista Bay,314,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,313,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,213,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,316,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,486,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,491,0.0%
2465,Abitibi-Témiscamingue,491,0.0%
4750,Prince Albert,334,0.0%
4750,Prince Albert,114,0.0%
2433,Centre-du-Québec,481,0.0%
2445,Laval,112,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,312,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,526,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,337,0.0%
4650,Winnipeg,491,0.0%
2435,Montérégie,526,0.0%
3510,Ottawa,483,0.0%
4720,Swift Current-Moose Jaw,526,0.0%
4720,Swift Current-Moose Jaw,324,0.0%
4720,Swift Current-Moose Jaw,325,0.0%
3540,Kitchener-Waterloo-Barrie,491,0.0%
3560,London,491,0.0%
2480,Côte-Nord,213,0.0%
2480,Côte-Nord,326,0.0%
2455,Laurentides,491,0.0%
2455,Laurentides,316,0.0%
4830,Calgary,316,0.0%
1230,Annapolis Valley,483,0.0%
1230,Annapolis Valley,482,0.0%
1230,Annapolis Valley,331,0.0%
1230,Annapolis Valley,334,0.0%
1230,Annapolis Valley,335,0.0%
1330,Saint John-St. Stephen,336,0.0%
3580,Stratford-Bruce Peninsula,315,0.0%
2415,Bas-Saint-Laurent,526,0.0%
4820,Camrose-Drumheller,335,0.0%
3570,Windsor-Sarnia,491,0.0%
4610,Southeast / Sud-est,211,0.0%
4610,Southeast / Sud-est,324,0.0%
3530,Toronto,113,0.0%
1210,Cape Breton,316,0.0%
1210,Cape Breton,325,0.0%
1210,Cape Breton,491,0.0%
2425,Chaudière-Appalaches,491,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,313,0.0%
5980,Northeast / Nord-est,316,0.0%
5980,Northeast / Nord-est,313,0.0%
5980,Northeast / Nord-est,487,0.0%
5980,Northeast / Nord-est,324,0.0%
4870,Athabasca-Grande Prairie-Peace River,324,0.0%
1240,Southern / Sud,331,0.0%
1240,Southern / Sud,491,0.0%
3590,Northeast / Nord-est,316,0.0%
1320,Moncton-Richibucto,316,0.0%
2460,Outaouais,487,0.0%
3530,Toronto,486,0.0%
2445,Laval,213,0.0%
2435,Montérégie,114,0.0%
4630,Southwest / Sud-ouest,526,0.0%
4630,Southwest / Sud-ouest,337,0.0%
2433,Centre-du-Québec,114,0.0%
2475,Saguenay-Lac-Saint-Jean,491,0.0%
1310,Campbellton-Miramichi,314,0.0%
1310,Campbellton-Miramichi,315,0.0%
1310,Campbellton-Miramichi,487,0.0%
4830,Calgary,487,0.0%
4830,Calgary,114,0.0%
3515,Kingston-Pembroke,213,0.0%
4840,Banff-Jasper-Rocky Mountain House,315,0.0%
4840,Banff-Jasper-Rocky Mountain House,312,0.0%
4840,Banff-Jasper-Rocky Mountain House,114,0.0%
5930,Thompson-Okanagan,315,0.0%
3580,Stratford-Bruce Peninsula,481,0.0%
3550,Hamilton-Niagara Peninsula,211,0.0%
4860,Edmonton,487,0.0%
4880,Wood Buffalo-Cold Lake,326,0.0%
4880,Wood Buffalo-Cold Lake,336,0.0%
4880,Wood Buffalo-Cold Lake,324,0.0%
4880,Wood Buffalo-Cold Lake,314,0.0%
1340,Fredericton-Oromocto,481,0.0%
4810,Lethbridge-Medicine Hat,315,0.0%
3560,London,211,0.0%
5940,Kootenay,482,0.0%
4860,Edmonton,114,0.0%
4730,Saskatoon-Biggar,316,0.0%
4730,Saskatoon-Biggar,486,0.0%
2450,Lanaudière,316,0.0%
2450,Lanaudière,114,0.0%
2465,Abitibi-Témiscamingue,334,0.0%
2465,Abitibi-Témiscamingue,526,0.0%
2465,Abitibi-Témiscamingue,314,0.0%
4750,Prince Albert,335,0.0%
4750,Prince Albert,315,0.0%
4750,Prince Albert,324,0.0%
4750,Prince Albert,331,0.0%
4750,Prince Albert,483,0.0%
2445,Laval,113,0.0%
2445,Laval,526,0.0%
1010,Avalon Peninsula,313,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,526,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,211,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,491,0.0%
4650,Winnipeg,113,0.0%
4710,Regina-Moose Mountain,315,0.0%
5950,Cariboo,114,0.0%
5930,Thompson-Okanagan,486,0.0%
3510,Ottawa,316,0.0%
1330,Saint John-St. Stephen,526,0.0%
2415,Bas-Saint-Laurent,481,0.0%
2415,Bas-Saint-Laurent,486,0.0%
2415,Bas-Saint-Laurent,487,0.0%
4820,Camrose-Drumheller,316,0.0%
4820,Camrose-Drumheller,315,0.0%
2440,Montréal,114,0.0%
4870,Athabasca-Grande Prairie-Peace River,491,0.0%
1320,Moncton-Richibucto,487,0.0%
1320,Moncton-Richibucto,486,0.0%
2460,Outaouais,331,0.0%
2460,Outaouais,316,0.0%
2460,Outaouais,526,0.0%
2460,Outaouais,213,0.0%
4850,Red Deer,315,0.0%
2470,Mauricie,213,0.0%
2470,Mauricie,482,0.0%
3530,Toronto,211,0.0%
3595,Northwest / Nord-ouest,331,0.0%
2433,Centre-du-Québec,211,0.0%
2433,Centre-du-Québec,491,0.0%
2433,Centre-du-Québec,526,0.0%
2475,Saguenay-Lac-Saint-Jean,526,0.0%
2430,Estrie,114,0.0%
2430,Estrie,213,0.0%
2430,Estrie,483,0.0%
3580,Stratford-Bruce Peninsula,486,0.0%
3580,Stratford-Bruce Peninsula,213,0.0%
3580,Stratford-Bruce Peninsula,491,0.0%
3520,Muskoka-Kawarthas,482,0.0%
3520,Muskoka-Kawarthas,481,0.0%
4810,Lethbridge-Medicine Hat,114,0.0%
3560,London,316,0.0%
2450,Lanaudière,491,0.0%
2445,Laval,316,0.0%
2445,Laval,481,0.0%
2445,Laval,482,0.0%
2445,Laval,491,0.0%
4710,Regina-Moose Mountain,113,0.0%
4710,Regina-Moose Mountain,316,0.0%
4710,Regina-Moose Mountain,114,0.0%
4710,Regina-Moose Mountain,483,0.0%
4710,Regina-Moose Mountain,491,0.0%
3530,Toronto,114,0.0%
3515,Kingston-Pembroke,211,0.0%
2425,Chaudière-Appalaches,486,0.0%
2425,Chaudière-Appalaches,482,0.0%
2455,Laurentides,526,0.0%
2455,Laurentides,486,0.0%
4860,Edmonton,316,0.0%
3560,London,486,0.0%
3510,Ottawa,211,0.0%
4860,Edmonton,491,0.0%
2440,Montréal,211,0.0%
2435,Montérégie,486,0.0%
3540,Kitchener-Waterloo-Barrie,483,0.0%
3540,Kitchener-Waterloo-Barrie,211,0.0%
3510,Ottawa,114,0.0%
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,486,0.0%
4860,Edmonton,483,0.0%
1210,Cape Breton,331,0.0%
4740,Yorkton-Melville,315,0.0%
4670,Parklands,324,0.0%
4640,North Central / Centre nord,486,0.0%
4740,Yorkton-Melville,316,0.0%
1210,Cape Breton,486,0.0%
1210,Cape Breton,334,0.0%
1210,Cape Breton,335,0.0%
4740,Yorkton-Melville,114,0.0%
4640,North Central / Centre nord,526,0.0%
5980,Northeast / Nord-est,314,0.0%
4650,Winnipeg,483,0.0%
4640,North Central / Centre nord,487,0.0%
4670,Parklands,323,0.0%
4640,North Central / Centre nord,521,0.0%
1210,Cape Breton,315,0.0%
5970,Nechako,491,0.0%
4740,Yorkton-Melville,324,0.0%
4640,North Central / Centre nord,482,0.0%
1220,North Shore / Côte-nord,324,0.0%
4630,Southwest / Sud-ouest,331,0.0%
5970,Nechako,485,0.0%
5970,Nechako,487,0.0%
5970,Nechako,486,0.0%
4670,Parklands,326,0.0%
5970,Nechako,526,0.0%
4640,North Central / Centre nord,483,0.0%
4740,Yorkton-Melville,322,0.0%
1220,North Shore / Côte-nord,313,0.0%
5970,Nechako,521,0.0%
1210,Cape Breton,521,0.0%
1210,Cape Breton,526,0.0%
5980,Northeast / Nord-est,315,0.0%
5980,Northeast / Nord-est,337,0.0%
4660,Interlake,483,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,326,0.0%
4660,Interlake,487,0.0%
4670,Parklands,312,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,482,0.0%
5980,Northeast / Nord-est,335,0.0%
5980,Northeast / Nord-est,334,0.0%
4660,Interlake,526,0.0%
4660,Interlake,521,0.0%
5980,Northeast / Nord-est,491,0.0%
4730,Saskatoon-Biggar,322,0.0%
5980,Northeast / Nord-est,483,0.0%
5980,Northeast / Nord-est,482,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,316,0.0%
4660,Interlake,491,0.0%
1040,Notre Dame-Central Bonavista Bay,521,0.0%
4730,Saskatoon-Biggar,487,0.0%
4660,Interlake,315,0.0%
4730,Saskatoon-Biggar,483,0.0%
4730,Saskatoon-Biggar,521,0.0%
5980,Northeast / Nord-est,526,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,521,0.0%
4660,Interlake,113,0.0%
5980,Northeast / Nord-est,331,0.0%
5980,Northeast / Nord-est,521,0.0%
1110,Prince Edward Island / Île-du-Prince-Édouard,486,0.0%
4730,Saskatoon-Biggar,313,0.0%
4660,Interlake,482,0.0%
4660,Interlake,324,0.0%
4670,Parklands,315,0.0%
4670,Parklands,322,0.0%
1240,Southern / Sud,324,0.0%
1240,Southern / Sud,325,0.0%
4640,North Central / Centre nord,313,0.0%
5960,North Coast / Côte-nord,486,0.0%
4740,Yorkton-Melville,521,0.0%
4640,North Central / Centre nord,114,0.0%
4630,Southwest / Sud-ouest,521,0.0%
4740,Yorkton-Melville,526,0.0%
4640,North Central / Centre nord,211,0.0%
4740,Yorkton-Melville,487,0.0%
1240,Southern / Sud,211,0.0%
5960,North Coast / Côte-nord,526,0.0%
1230,Annapolis Valley,521,0.0%
5960,North Coast / Côte-nord,521,0.0%
5960,North Coast / Côte-nord,491,0.0%
1240,Southern / Sud,322,0.0%
4640,North Central / Centre nord,314,0.0%
4740,Yorkton-Melville,491,0.0%
4630,Southwest / Sud-ouest,486,0.0%
1240,Southern / Sud,526,0.0%
5960,North Coast / Côte-nord,316,0.0%
1240,Southern / Sud,521,0.0%
5960,North Coast / Côte-nord,322,0.0%
4630,Southwest / Sud-ouest,334,0.0%
4750,Prince Albert,312,0.0%
4750,Prince Albert,313,0.0%
5960,North Coast / Côte-nord,314,0.0%
5960,North Coast / Côte-nord,313,0.0%
5960,North Coast / Côte-nord,333,0.0%
1240,Southern / Sud,482,0.0%
4630,Southwest / Sud-ouest,483,0.0%
5960,North Coast / Côte-nord,334,0.0%
1240,Southern / Sud,486,0.0%
4630,Southwest / Sud-ouest,335,0.0%
5960,North Coast / Côte-nord,324,0.0%
4630,Southwest / Sud-ouest,482,0.0%
5960,North Coast / Côte-nord,326,0.0%
5970,Nechako,331,0.0%
1230,Annapolis Valley,211,0.0%
4640,North Central / Centre nord,334,0.0%
4740,Yorkton-Melville,331,0.0%
5970,Nechako,326,0.0%
4640,North Central / Centre nord,331,0.0%
5970,Nechako,322,0.0%
5970,Nechako,325,0.0%
5970,Nechako,324,0.0%
5970,Nechako,482,0.0%
1220,North Shore / Côte-nord,491,0.0%
1220,North Shore / Côte-nord,486,0.0%
